ID;Species;Interaction;Longitude;Latitude;Year_collect
150;Eulaema_nigrita;host;-41.79527778;-21.96055556;1999
151;Eulaema_nigrita;host;-41.67555556;-21.88805556;1999
152;Eulaema_nigrita;host;-41.71444444;-21.875;1999
153;Eulaema_nigrita;host;-79.84611111;9.154166667;1980
154;Eulaema_nigrita;host;-83.57097222;8.533333333;1980
155;Eulaema_nigrita;host;-85.77;10.88944444;1980
156;Eulaema_nigrita;host;-44.832472;-23.364361;2009
157;Eulaema_nigrita;host;-45.070972;-23.540278;2009
158;Eulaema_nigrita;host;-48.086667;-21.458333;2011
159;Eulaema_nigrita;host;-41.066667;-21.4;2009
160;Eulaema_nigrita;host;-42.033333;-21.4;2009
161;Eulaema_nigrita;host;-42.083333;-22.083333;2009
162;Eulaema_nigrita;host;-53.917491;-24.312998;2012
166;Eulaema_nigrita;host;-83.583333;8.933333;2012
167;Eulaema_nigrita;host;-82.933333;8.433333;2012
168;Eulaema_nigrita;host;-39.166667;-13.8;2006
169;Eulaema_nigrita;host;-64.053056;-8.875;2012
170;Eulaema_nigrita;host;-43.570278;-18.205556;2011
171;Eulaema_nigrita;host;-43.567778;-18.194722;2011
172;Eulaema_nigrita;host;-47.871;-14.9009;2012
173;Eulaema_nigrita;host;-47.60875;-14.31519;2012
174;Eulaema_nigrita;host;-50.9018;-14.9467;2012
175;Eulaema_nigrita;host;-47.34786;-16.81217;2012
176;Eulaema_nigrita;host;-47.71669444;-16.2315;2012
177;Eulaema_nigrita;host;-48.61775;-14.26528;2012
178;Eulaema_nigrita;host;-46.86842;-13.85269;2012
179;Eulaema_nigrita;host;-46.86842;-13.85269;2012
180;Eulaema_nigrita;host;-48.32472;-17.29139;2012
181;Eulaema_nigrita;host;-49.35001;-17.42594;2012
182;Eulaema_nigrita;host;-49.83806;-15.07789;2012
183;Eulaema_nigrita;host;-52.15080556;-18.4855;2012
184;Eulaema_nigrita;host;-48.47378;-16.43553;2012
185;Eulaema_nigrita;host;-42.093889;-22.0975;2009
186;Eulaema_nigrita;host;-41.086111;-21.4125;2009
187;Eulaema_nigrita;host;-52.085694;-12.870139;2011
188;Eulaema_nigrita;host;-48.300556;-25.16;2010
189;Eulaema_nigrita;host;-50.698611;-24.086389;2010
190;Eulaema_nigrita;host;-50.588889;-24.284167;2010
191;Eulaema_nigrita;host;-49.016667;-22.35;1999
192;Eulaema_nigrita;host;-47.48;-20.248611;1990
193;Eulaema_nigrita;host;-35.0625;-8.235833;2003
194;Eulaema_nigrita;host;-43.903333;-19.948611;1998
195;Eulaema_nigrita;host;-43.903333;-19.948611;2000
196;Eulaema_nigrita;host;-43.903333;-19.948611;2002
197;Eulaema_nigrita;host;-43.903333;-19.948611;2004
198;Eulaema_nigrita;host;-74.26875;6.044667;2007
201;Eulaema_nigrita;host;-39.145167;-13.48375;2011
202;Eulaema_nigrita;host;-39.102944;-13.681111;2011
203;Eulaema_nigrita;host;-39.173306;-13.783694;2010
204;Eulaema_nigrita;host;-61.016667;1.931667;2012
206;Eulaema_nigrita;host;-48.206111;-18.950833;2009
207;Eulaema_nigrita;host;-48.231389;-18.859722;2009
208;Eulaema_nigrita;host;-48.146111;-19.144167;2011
209;Eulaema_nigrita;host;-48.036667;-19.676389;2011
210;Eulaema_nigrita;host;-48.200833;-18.891111;2013
211;Eulaema_nigrita;host;-48.394722;-19.167778;2008
212;Eulaema_nigrita;host;-48.394722;-19.167778;2008
213;Eulaema_nigrita;host;-48.3;-18.983333;2008
214;Eulaema_nigrita;host;-43.34207;-18.116311;2012
216;Eulaema_nigrita;host;-48.395556;-19.180833;2013
217;Eulaema_nigrita;host;-48.390833;-19.169167;2013
218;Eulaema_nigrita;host;-45.456111;-22.930556;2015
219;Eulaema_nigrita;host;-45.068889;-23.436944;2015
220;Eulaema_nigrita;host;-48.384167;-18.497222;2013
221;Eulaema_nigrita;host;-48.231389;-18.859722;2013
222;Eulaema_nigrita;host;-48.200833;-18.891111;2013
223;Eulaema_nigrita;host;-48.206111;-18.950833;2013
224;Eulaema_nigrita;host;-48.394722;-19.167778;2013
225;Eulaema_nigrita;host;-48.146111;-19.144167;2013
226;Eulaema_nigrita;host;-51.130833;-0.050556;2012
227;Eulaema_nigrita;host;-39.088333;-13.685278;2013
228;Eulaema_nigrita;host;-39.289167;-13.843333;2013
229;Eulaema_nigrita;host;-39.456667;-13.913889;2013
230;Eulaema_nigrita;host;-39.4625;-13.897778;2013
232;Eulaema_nigrita;host;-39.516667;-11.9;2016
233;Eulaema_nigrita;host;-39.533333;-11.95;2016
234;Eulaema_nigrita;host;-40.064889;-19.1515;2013
235;Eulaema_nigrita;host;-51.37;-22.910833;2013
236;Eulaema_nigrita;host;-51.37;-22.910833;2013
237;Eulaema_nigrita;host;-51.105278;-23.23;2013
238;Eulaema_nigrita;host;-51.105278;-23.23;2013
239;Eulaema_nigrita;host;-51.333056;-22.939167;2013
240;Eulaema_nigrita;host;-51.341944;-22.869444;2013
241;Eulaema_nigrita;host;-51.255833;-23.448056;2013
242;Eulaema_nigrita;host;-51.410556;-23.593333;2013
243;Eulaema_nigrita;host;-45.45;-22.916;2015
244;Eulaema_nigrita;host;-45.873;-23.376;2015
245;Eulaema_nigrita;host;-52.182;-22.622;2015
246;Eulaema_nigrita;host;-48.616;-24.383;2015
250;Eulaema_nigrita;host;-46.011094;-1.250261;2014
254;Eulaema_nigrita;host;-82.96;8.79;2014
255;Eulaema_nigrita;host;-47.8475;-21.221667;2019
256;Eulaema_nigrita;host;-47.8475;-21.221667;1991
257;Eulaema_nigrita;host;-47.8475;-21.221667;1999
258;Eulaema_nigrita;host;-47.8475;-21.221667;2006
259;Eulaema_nigrita;host;-43.533333;-19.266667;2017
261;Eulaema_nigrita;host;-41.8878;-20.936456;2020
262;Eulaema_nigrita;host;-41.854842;-20.933833;2020
263;Eulaema_nigrita;host;-41.874528;-20.900431;2020
264;Eulaema_nigrita;host;-41.841547;-20.893312;2020
265;Eulaema_nigrita;host;-41.836561;-20.917528;2020
266;Eulaema_nigrita;host;-41.803986;-20.904003;2020
267;Eulaema_nigrita;host;-41.855501;-20.536529;2020
268;Eulaema_nigrita;host;-41.813269;-20.535319;2020
269;Eulaema_nigrita;host;-41.821531;-20.509046;2020
270;Eulaema_nigrita;host;-41.704475;-20.786058;2020
271;Eulaema_nigrita;host;-41.657764;-20.744566;2020
272;Eulaema_nigrita;host;-41.660581;-20.803783;2020
273;Eulaema_nigrita;host;-41.61411;-20.774899;2020
274;Eulaema_nigrita;host;-41.553064;-20.767808;2020
275;Eulaema_nigrita;host;-41.508543;-20.755771;2020
276;Eulaema_nigrita;host;-43.340361;-18.096528;2011
277;Eulaema_nigrita;host;-43.346139;-18.090194;2013
278;Eulaema_nigrita;host;-43.346139;-18.090194;2014
279;Eulaema_nigrita;host;-50.036789;-9.979253;2020
280;Eulaema_nigrita;host;-48.166667;-10;2020
282;Eulaema_nigrita;host;-85.5;10.75;2019
283;Eulaema_nigrita;host;NA/confirmar;NA/confirmar;2021
284;Eulaema_nigrita;host;-42.341389;-3.738056;2009
286;Eulaema_nigrita;host;-48.75;-2.5;2015
287;Eulaema_nigrita;host;-67.85887;-9.969939;2016
288;Eulaema_nigrita;host;-67.85038;-9.953301;2016
289;Eulaema_nigrita;host;-67.80673;-9.93425;2016
290;Eulaema_nigrita;host;-67.79333;-9.954445;2016
291;Eulaema_nigrita;host;-67.77223;-10.03375;2016
292;Eulaema_nigrita;host;-67.87136;-9.955621;2016
293;Eulaema_nigrita;host;-67.82921;-9.946892;2016
294;Eulaema_nigrita;host;-67.8444;-9.985842;2016
295;Eulaema_nigrita;host;-67.82509;-10.054265;2016
296;Eulaema_nigrita;host;-67.79434;-10.039205;2016
297;Eulaema_nigrita;host;-47.102778;-22.827778;2015
298;Eulaema_nigrita;host;-47.102778;-22.827778;2016
299;Eulaema_nigrita;host;-45.534;-6.3756;2013
300;Eulaema_nigrita;host;-45.5358;-6.3832;2013
301;Eulaema_nigrita;host;-48.229167;-18.910278;2016
303;Eulaema_nigrita;host;-55.331111;-26.008056;2014
304;Eulaema_nigrita;host;-55.2725;-26.491389;2014
305;Eulaema_nigrita;host;-55.201667;-26.9575;2014
306;Eulaema_nigrita;host;-55.390833;-26.422778;2014
307;Eulaema_nigrita;host;-55.308056;-26.083611;2014
308;Eulaema_nigrita;host;-54.84;-26.244722;2014
310;Eulaema_nigrita;host;-69.278;-12.278;2008
312;Eulaema_nigrita;host;-64.781;-17.092;2008
313;Eulaema_nigrita;host;-63.636;-17.516;2008
314;Eulaema_nigrita;host;-63.066;-17.782;2008
318;Eulaema_nigrita;host;-76.583;-6.043;2008
319;Eulaema_nigrita;host;-76.174;-6.276;2008
324;Eulaema_nigrita;host;-82.95;8.783333;2004
326;Eulaema_nigrita;host;-41.101111;-21.326667;2009
327;Eulaema_nigrita;host;-41.101111;-21.364722;2009
328;Eulaema_nigrita;host;-41.925;-21.391667;2009
329;Eulaema_nigrita;host;-41.917778;-21.375278;2009
330;Eulaema_nigrita;host;-41.926944;-21.381389;2009
331;Eulaema_nigrita;host;-41.920833;-21.386111;2009
332;Eulaema_nigrita;host;-42.065556;-22.072222;2009
333;Eulaema_nigrita;host;-42.066667;-22.076944;2009
334;Eulaema_nigrita;host;-42.078333;-22.075278;2009
335;Eulaema_nigrita;host;-49.008333;-22.35;1999
336;Eulaema_nigrita;host;-48.9;-22.43;2000
337;Eulaema_nigrita;host;-49.083599;-22.234233;1999
338;Eulaema_nigrita;host;-49.699275;-22.405568;2000
339;Eulaema_nigrita;host;-49.030011;-22.342394;1999
340;Eulaema_nigrita;host;-34.84365;-7.138565;1993
341;Eulaema_nigrita;host;-34.85826;-7.144342;1993
344;Eulaema_nigrita;host;-35.15833;-6.708333;2002
345;Eulaema_nigrita;host;-44.41667;-2.383333;1993
346;Eulaema_nigrita;host;-43.40333;-3.207778;2002
348;Eulaema_nigrita;host;-48.392574;-14.708453;2020
349;Eulaema_nigrita;host;-48.427412;-14.692013;2020
350;Eulaema_nigrita;host;-48.519187;-14.580647;2020
351;Eulaema_nigrita;host;-48.463502;-14.695329;2020
352;Eulaema_nigrita;host;-48.477435;-14.64332;2020
353;Eulaema_nigrita;host;-48.491194;-14.593538;2020
354;Eulaema_nigrita;host;-48.427159;-14.650908;2020
355;Eulaema_nigrita;host;-48.459192;-14.571565;2020
356;Eulaema_nigrita;host;-48.515557;-14.543641;2020
357;Eulaema_nigrita;host;-48.686099;-16.593084;2018
358;Eulaema_nigrita;host;-48.68205;-16.604177;2018
359;Eulaema_nigrita;host;-48.702863;-16.627408;2018
360;Eulaema_nigrita;host;-48.681486;-16.645698;2018
361;Eulaema_nigrita;host;-48.688161;-16.666451;2018
362;Eulaema_nigrita;host;-48.665484;-16.633793;2018
363;Eulaema_nigrita;host;-48.662395;-16.648962;2018
364;Eulaema_nigrita;host;-48.670326;-16.675782;2018
365;Eulaema_nigrita;host;-48.687045;-16.70475;2018
366;Eulaema_nigrita;host;-48.649854;-16.622307;2018
367;Eulaema_nigrita;host;-48.641782;-16.595829;2018
368;Eulaema_nigrita;host;-48.64922;-16.635922;2018
369;Eulaema_nigrita;host;-48.613206;-16.62795;2018
370;Eulaema_nigrita;host;-48.61614;-16.693683;2018
371;Eulaema_nigrita;host;-48.627477;-16.680363;2018
372;Eulaema_nigrita;host;-48.614269;-16.646598;2018
373;Eulaema_nigrita;host;-48.644692;-16.711065;2018
374;Eulaema_nigrita;host;-48.680797;-16.624281;2018
375;Eulaema_nigrita;host;-48.961388;-16.658713;2022
376;Eulaema_nigrita;host;-48.702988;-16.777559;2022
377;Eulaema_nigrita;host;-48.696079;-16.532171;2022
378;Eulaema_nigrita;host;-48.782637;-16.232645;2022
379;Eulaema_nigrita;host;-48.676128;-16.900799;2022
380;Eulaema_nigrita;host;-48.93765;-17.030684;2022
381;Eulaema_nigrita;host;-48.658817;-16.637314;2022
382;Eulaema_nigrita;host;-48.645154;-16.455305;2022
383;Eulaema_nigrita;host;-48.659754;-16.298102;2022
384;Eulaema_nigrita;host;-48.353051;-16.480097;2022
385;Eulaema_nigrita;host;-48.558472;-16.77745;2022
386;Eulaema_nigrita;host;-48.499836;-16.539749;2022
387;Eulaema_nigrita;host;-48.11254;-16.874803;2022
388;Eulaema_nigrita;host;-49.083228;-16.859235;2022
389;Eulaema_nigrita;host;-48.536123;-17.137657;2022
390;Eulaema_nigrita;host;-48.359673;-16.910688;2022
391;Eulaema_nigrita;host;-48.207314;-16.998645;2022
392;Eulaema_nigrita;host;-48.483138;-16.67145;2022
393;Eulaema_nigrita;host;-48.468664;-16.860203;2022
394;Eulaema_nigrita;host;-48.669093;-16.185056;2022
226;Eulaema_pseudocingulata;host;-51.130833;-0.050556;2012
279;Eulaema_pseudocingulata;host;-50.036789;-9.979253;2020
280;Eulaema_pseudocingulata;host;-48.166667;-10;2020
286;Eulaema_pseudocingulata;host;-48.75;-2.5;2015
287;Eulaema_pseudocingulata;host;-67.85887;-9.969939;2016
288;Eulaema_pseudocingulata;host;-67.85038;-9.953301;2016
289;Eulaema_pseudocingulata;host;-67.80673;-9.93425;2016
290;Eulaema_pseudocingulata;host;-67.79333;-9.954445;2016
291;Eulaema_pseudocingulata;host;-67.77223;-10.03375;2016
292;Eulaema_pseudocingulata;host;-67.87136;-9.955621;2016
293;Eulaema_pseudocingulata;host;-67.82921;-9.946892;2016
294;Eulaema_pseudocingulata;host;-67.8444;-9.985842;2016
295;Eulaema_pseudocingulata;host;-67.82509;-10.054265;2016
296;Eulaema_pseudocingulata;host;-67.79434;-10.039205;2016
299;Eulaema_pseudocingulata;host;-45.534;-6.3756;2013
300;Eulaema_pseudocingulata;host;-45.5358;-6.3832;2013
313;Eulaema_pseudocingulata;host;-63.636;-17.516;2008
316;Eulaema_pseudocingulata;host;-74.003;-5.434;2008
317;Eulaema_pseudocingulata;host;-74.015;-5.515;2008
318;Eulaema_pseudocingulata;host;-76.583;-6.043;2008
319;Eulaema_pseudocingulata;host;-76.174;-6.276;2008
320;Eulaema_pseudocingulata;host;-74.569;-7.129;2008
321;Eulaema_pseudocingulata;host;-74.192;-8.09;2008
322;Eulaema_pseudocingulata;host;-74.562;-9.368;2008
323;Eulaema_pseudocingulata;host;-70.059;-12.342;2008
76;Exaerete_dentata;parasite;-47.24;-20.77;1999
92;Exaerete_dentata;parasite;-40.3625;-10.46472222;2010
104;Exaerete_dentata;parasite;-54.91666667;-22.2;2005
112;Exaerete_dentata;parasite;-69.28333333;-12.83333333;1983
119;Exaerete_dentata;parasite;-67.87277778;-9.955833333;2006
221;Exaerete_dentata;parasite;-48.231389;-18.859722;2013
226;Exaerete_dentata;parasite;-51.130833;-0.050556;2012
276;Exaerete_dentata;parasite;-43.340361;-18.096528;2011
2;Exaerete_frontalis;parasite;-35.84194444;-8.738888889;2012
3;Exaerete_frontalis;parasite;-35.84055556;-8.995555556;2012
4;Exaerete_frontalis;parasite;-35.84;-9.001388889;2012
5;Exaerete_frontalis;parasite;-35.845;-9.0025;2012
6;Exaerete_frontalis;parasite;-35.87777778;-9.218333333;2009
9;Exaerete_frontalis;parasite;-39.22638889;-13.84555556;2009
10;Exaerete_frontalis;parasite;-39.13722222;-14.49638889;2009
12;Exaerete_frontalis;parasite;-39.17277778;-14.79527778;2009
13;Exaerete_frontalis;parasite;-39.065;-15.16861111;2009
14;Exaerete_frontalis;parasite;-39.06166667;-15.17388889;2009
15;Exaerete_frontalis;parasite;-39.06694444;-15.18333333;2009
17;Exaerete_frontalis;parasite;-39.12694444;-16.33527778;2009
18;Exaerete_frontalis;parasite;-39.11194444;-16.36916667;2009
28;Exaerete_frontalis;parasite;-39.52138889;-16.91416667;2008
29;Exaerete_frontalis;parasite;-39.55583333;-16.99916667;2008
31;Exaerete_frontalis;parasite;-39.41305556;-16.88527778;2009
32;Exaerete_frontalis;parasite;-39.41083333;-16.8825;2009
33;Exaerete_frontalis;parasite;-39.41555556;-16.87805556;2009
34;Exaerete_frontalis;parasite;-39.31972222;-17.12777778;2009
35;Exaerete_frontalis;parasite;-39.30166667;-17.11527778;2009
36;Exaerete_frontalis;parasite;-39.28361111;-17.10333333;2009
37;Exaerete_frontalis;parasite;-39.81833333;-18.26027778;2009
38;Exaerete_frontalis;parasite;-40.16361111;-18.3625;2009
41;Exaerete_frontalis;parasite;-39.8525;-18.38777778;2009
42;Exaerete_frontalis;parasite;-40.14861111;-19.04638889;2009
45;Exaerete_frontalis;parasite;-39.94222222;-19.18111111;2009
46;Exaerete_frontalis;parasite;-40.04222222;-19.15638889;2009
89;Exaerete_frontalis;parasite;-35.13333333;-6.733333333;2002
91;Exaerete_frontalis;parasite;-34.91888889;-6.86;2004
93;Exaerete_frontalis;parasite;-34.98222222;-7.606666667;2003
105;Exaerete_frontalis;parasite;-48.26;-2.35;2010
107;Exaerete_frontalis;parasite;-48.08055556;-2.4025;2010
108;Exaerete_frontalis;parasite;-48.34611111;-2.648611111;2010
112;Exaerete_frontalis;parasite;-69.28333333;-12.83333333;1983
114;Exaerete_frontalis;parasite;-76.34666667;-6.451666667;2012
115;Exaerete_frontalis;parasite;-76.33416667;-6.46;2012
117;Exaerete_frontalis;parasite;-76.28805556;-6.464444444;2012
119;Exaerete_frontalis;parasite;-67.87277778;-9.955833333;2006
120;Exaerete_frontalis;parasite;-68.70722222;-8.848888889;2004
121;Exaerete_frontalis;parasite;-59.88333333;-2.4;1990
123;Exaerete_frontalis;parasite;-46.25;-4.5;1998
128;Exaerete_frontalis;parasite;-61.43388889;-3.361666667;2008
129;Exaerete_frontalis;parasite;-60.33305556;-2.692222222;2008
133;Exaerete_frontalis;parasite;-61.5;-3.5;1996
153;Exaerete_frontalis;parasite;-79.84611111;9.154166667;1980
154;Exaerete_frontalis;parasite;-83.57097222;8.533333333;1980
155;Exaerete_frontalis;parasite;-85.77;10.88944444;1980
163;Exaerete_frontalis;parasite;-92.316667;15.166667;2008
164;Exaerete_frontalis;parasite;-83.583333;8.466667;2012
169;Exaerete_frontalis;parasite;-64.053056;-8.875;2012
174;Exaerete_frontalis;parasite;-50.9018;-14.9467;2012
193;Exaerete_frontalis;parasite;-35.0625;-8.235833;2003
198;Exaerete_frontalis;parasite;-74.26875;6.044667;2007
199;Exaerete_frontalis;parasite;-74.198639;6.021694;2007
200;Exaerete_frontalis;parasite;-74.883333;5.883333;2008
201;Exaerete_frontalis;parasite;-39.145167;-13.48375;2011
202;Exaerete_frontalis;parasite;-39.102944;-13.681111;2011
203;Exaerete_frontalis;parasite;-39.173306;-13.783694;2010
204;Exaerete_frontalis;parasite;-61.016667;1.931667;2012
234;Exaerete_frontalis;parasite;-40.064889;-19.1515;2013
281;Exaerete_frontalis;parasite;-85.5;10.75;2018
282;Exaerete_frontalis;parasite;-85.5;10.75;2019
285;Exaerete_frontalis;parasite;-71.391753;-12.789882;2015
286;Exaerete_frontalis;parasite;-48.75;-2.5;2015
287;Exaerete_frontalis;parasite;-67.85887;-9.969939;2016
290;Exaerete_frontalis;parasite;-67.79333;-9.954445;2016
291;Exaerete_frontalis;parasite;-67.77223;-10.03375;2016
292;Exaerete_frontalis;parasite;-67.87136;-9.955621;2016
293;Exaerete_frontalis;parasite;-67.82921;-9.946892;2016
295;Exaerete_frontalis;parasite;-67.82509;-10.054265;2016
296;Exaerete_frontalis;parasite;-67.79434;-10.039205;2016
299;Exaerete_frontalis;parasite;-45.534;-6.3756;2013
316;Exaerete_frontalis;parasite;-74.003;-5.434;2008
317;Exaerete_frontalis;parasite;-74.015;-5.515;2008
320;Exaerete_frontalis;parasite;-74.569;-7.129;2008
322;Exaerete_frontalis;parasite;-74.562;-9.368;2008
323;Exaerete_frontalis;parasite;-70.059;-12.342;2008
325;Exaerete_frontalis;parasite;-76.95;3.766667;1997
340;Exaerete_frontalis;parasite;-34.84365;-7.138565;1993
341;Exaerete_frontalis;parasite;-34.85826;-7.144342;1993
342;Exaerete_frontalis;parasite;-59.8675;-24.1;1990
343;Exaerete_frontalis;parasite;-59.72778;-24.07222;1990
344;Exaerete_frontalis;parasite;-35.15833;-6.708333;2002
204;Exaerete_lepeletieri;parasite;-61.016667;1.931667;2012
226;Exaerete_lepeletieri;parasite;-51.130833;-0.050556;2012
286;Exaerete_lepeletieri;parasite;-48.75;-2.5;2015
287;Exaerete_lepeletieri;parasite;-67.85887;-9.969939;2016
289;Exaerete_lepeletieri;parasite;-67.80673;-9.93425;2016
290;Exaerete_lepeletieri;parasite;-67.79333;-9.954445;2016
291;Exaerete_lepeletieri;parasite;-67.77223;-10.03375;2016
293;Exaerete_lepeletieri;parasite;-67.82921;-9.946892;2016
294;Exaerete_lepeletieri;parasite;-67.8444;-9.985842;2016
295;Exaerete_lepeletieri;parasite;-67.82509;-10.054265;2016
296;Exaerete_lepeletieri;parasite;-67.79434;-10.039205;2016
22;Exaerete_salsai;parasite;-40.05388889;-16.41444444;2009
32;Exaerete_salsai;parasite;-39.41083333;-16.8825;2009
36;Exaerete_salsai;parasite;-39.28361111;-17.10333333;2009
234;Exaerete_salsai;parasite;-40.064889;-19.1515;2013
2;Exaerete_smaragdina;parasite;-35.84194444;-8.738888889;2012
4;Exaerete_smaragdina;parasite;-35.84;-9.001388889;2012
6;Exaerete_smaragdina;parasite;-35.87777778;-9.218333333;2009
7;Exaerete_smaragdina;parasite;-35.83888889;-9.247222222;2012
12;Exaerete_smaragdina;parasite;-39.17277778;-14.79527778;2009
15;Exaerete_smaragdina;parasite;-39.06694444;-15.18333333;2009
17;Exaerete_smaragdina;parasite;-39.12694444;-16.33527778;2009
18;Exaerete_smaragdina;parasite;-39.11194444;-16.36916667;2009
25;Exaerete_smaragdina;parasite;-39.28583333;-16.51972222;2009
26;Exaerete_smaragdina;parasite;-39.22333333;-16.48222222;2009
28;Exaerete_smaragdina;parasite;-39.52138889;-16.91416667;2008
29;Exaerete_smaragdina;parasite;-39.55583333;-16.99916667;2008
30;Exaerete_smaragdina;parasite;-39.52611111;-17.02361111;2009
31;Exaerete_smaragdina;parasite;-39.41305556;-16.88527778;2009
32;Exaerete_smaragdina;parasite;-39.41083333;-16.8825;2009
34;Exaerete_smaragdina;parasite;-39.31972222;-17.12777778;2009
35;Exaerete_smaragdina;parasite;-39.30166667;-17.11527778;2009
36;Exaerete_smaragdina;parasite;-39.28361111;-17.10333333;2009
37;Exaerete_smaragdina;parasite;-39.81833333;-18.26027778;2009
38;Exaerete_smaragdina;parasite;-40.16361111;-18.3625;2009
39;Exaerete_smaragdina;parasite;-40.13972222;-18.36805556;2009
40;Exaerete_smaragdina;parasite;-39.855;-18.35777778;2009
41;Exaerete_smaragdina;parasite;-39.8525;-18.38777778;2009
42;Exaerete_smaragdina;parasite;-40.14861111;-19.04638889;2009
43;Exaerete_smaragdina;parasite;-40.04916667;-19.14777778;2009
44;Exaerete_smaragdina;parasite;-39.92083333;-19.14305556;2009
45;Exaerete_smaragdina;parasite;-39.94222222;-19.18111111;2009
46;Exaerete_smaragdina;parasite;-40.04222222;-19.15638889;2009
54;Exaerete_smaragdina;parasite;-47.25;-21.39166667;1989
55;Exaerete_smaragdina;parasite;-47.98333333;-21.13333333;1989
56;Exaerete_smaragdina;parasite;-47.26666667;-21.4;1989
57;Exaerete_smaragdina;parasite;-42.58472222;-19.65111111;2000
59;Exaerete_smaragdina;parasite;-42.58305556;-19.65444444;2000
66;Exaerete_smaragdina;parasite;-42.88194444;-20.75388889;1989
67;Exaerete_smaragdina;parasite;-43.92888889;-21.20666667;2011
68;Exaerete_smaragdina;parasite;-43.90333333;-19.94861111;1997
69;Exaerete_smaragdina;parasite;-43.99194444;-19.88722222;1997
70;Exaerete_smaragdina;parasite;-43.97166667;-19.87833333;1997
71;Exaerete_smaragdina;parasite;-43.91305556;-19.89027778;1997
75;Exaerete_smaragdina;parasite;-38.35;-12.93333333;1996
76;Exaerete_smaragdina;parasite;-47.24;-20.77;1999
77;Exaerete_smaragdina;parasite;-47.98333333;-21.13333333;1989
78;Exaerete_smaragdina;parasite;-47.26666667;-21.4;1989
79;Exaerete_smaragdina;parasite;-42.45;-22.63333333;2005
81;Exaerete_smaragdina;parasite;-42.46666667;-22.6;2005
82;Exaerete_smaragdina;parasite;-42.43333333;-22.61666667;2005
83;Exaerete_smaragdina;parasite;-42.03333333;-22.43333333;2005
84;Exaerete_smaragdina;parasite;-41.06666667;-21.4;2005
85;Exaerete_smaragdina;parasite;-41.2;-21.55;2005
86;Exaerete_smaragdina;parasite;-41.43333333;-21.8;2009
89;Exaerete_smaragdina;parasite;-35.13333333;-6.733333333;2002
90;Exaerete_smaragdina;parasite;-34.92666667;-6.7725;2004
91;Exaerete_smaragdina;parasite;-34.91888889;-6.86;2004
93;Exaerete_smaragdina;parasite;-34.98222222;-7.606666667;2003
98;Exaerete_smaragdina;parasite;-47.96666667;-22.36666667;2007
104;Exaerete_smaragdina;parasite;-54.91666667;-22.2;2005
106;Exaerete_smaragdina;parasite;-48.26611111;-2.34;2010
109;Exaerete_smaragdina;parasite;-73.41666667;-3.95;2001
110;Exaerete_smaragdina;parasite;-73.35;-3.9;2001
111;Exaerete_smaragdina;parasite;-73.33333333;-3.85;2001
112;Exaerete_smaragdina;parasite;-69.28333333;-12.83333333;1983
113;Exaerete_smaragdina;parasite;-76.355;-6.476944444;2012
114;Exaerete_smaragdina;parasite;-76.34666667;-6.451666667;2012
119;Exaerete_smaragdina;parasite;-67.87277778;-9.955833333;2006
120;Exaerete_smaragdina;parasite;-68.70722222;-8.848888889;2004
121;Exaerete_smaragdina;parasite;-59.88333333;-2.4;1990
122;Exaerete_smaragdina;parasite;-42.08333333;-2.75;1995
123;Exaerete_smaragdina;parasite;-46.25;-4.5;1998
124;Exaerete_smaragdina;parasite;-44.41666667;-2.383333333;1999
125;Exaerete_smaragdina;parasite;-43.42222222;-3.240555556;2001
126;Exaerete_smaragdina;parasite;-44.05;-2.433333333;1998
128;Exaerete_smaragdina;parasite;-61.43388889;-3.361666667;2008
133;Exaerete_smaragdina;parasite;-61.5;-3.5;1996
135;Exaerete_smaragdina;parasite;-46.15;-23.75;2009
136;Exaerete_smaragdina;parasite;-45.45;-23.75;2009
137;Exaerete_smaragdina;parasite;-46.6;-23.36666667;2009
140;Exaerete_smaragdina;parasite;-45.4;-23.75;2009
141;Exaerete_smaragdina;parasite;-46.13333333;-23.85;2009
142;Exaerete_smaragdina;parasite;-47.93333333;-25.01666667;2009
145;Exaerete_smaragdina;parasite;-41.76638889;-21.89722222;1999
151;Exaerete_smaragdina;parasite;-41.67555556;-21.88805556;1999
152;Exaerete_smaragdina;parasite;-41.71444444;-21.875;1999
153;Exaerete_smaragdina;parasite;-79.84611111;9.154166667;1980
154;Exaerete_smaragdina;parasite;-83.57097222;8.533333333;1980
155;Exaerete_smaragdina;parasite;-85.77;10.88944444;1980
156;Exaerete_smaragdina;parasite;-44.832472;-23.364361;2009
158;Exaerete_smaragdina;parasite;-48.086667;-21.458333;2011
159;Exaerete_smaragdina;parasite;-41.066667;-21.4;2009
160;Exaerete_smaragdina;parasite;-42.033333;-21.4;2009
162;Exaerete_smaragdina;parasite;-53.917491;-24.312998;2012
163;Exaerete_smaragdina;parasite;-92.316667;15.166667;2008
164;Exaerete_smaragdina;parasite;-83.583333;8.466667;2012
165;Exaerete_smaragdina;parasite;-83.583333;8.533333;2012
166;Exaerete_smaragdina;parasite;-83.583333;8.933333;2012
167;Exaerete_smaragdina;parasite;-82.933333;8.433333;2012
169;Exaerete_smaragdina;parasite;-64.053056;-8.875;2012
172;Exaerete_smaragdina;parasite;-47.871;-14.9009;2012
173;Exaerete_smaragdina;parasite;-47.60875;-14.31519;2012
174;Exaerete_smaragdina;parasite;-50.9018;-14.9467;2012
